Timestamp,Fecha,Hora,Sucursal,Idioma,Caja(1-5),Entrega(1-5),Calidad(1-5),Limpieza(1-5),NPS(0-10),Comentarios,FotosURLs,FotosIDs,FolderURL,FolderID,ClienteNick,Week,Month,Year,ID,Estatus,Reviso
10/26/2025 16:18:57,2025-10-26,16:18,Lynwood,es,5,5,5,5,10,Best taco place ever,,,https://drive.google.com/drive/folders/1PT0VRsYc9VdE6398OxrTIvmMpFL5SgvA,1PT0VRsYc9VdE6398OxrTIvmMpFL5SgvA,Jayden,44,10,2025,5537f9d6-9210-4ac5-b894-7860d62f4689,cerrado,Admin
10/26/2025 16:46:09,2025-10-26,16:46,Lynwood,es,5,5,5,5,9,,,,https://drive.google.com/drive/folders/1PT0VRsYc9VdE6398OxrTIvmMpFL5SgvA,1PT0VRsYc9VdE6398OxrTIvmMpFL5SgvA,Jose,44,10,2025,2f5bd40f-fcf5-4eee-bc02-1e02e2674ee0,cerrado,Admin
10/26/2025 17:17:46,2025-10-26,17:17,Lynwood,en,5,5,5,5,10,Very nice and respectful staff,,,https://drive.google.com/drive/folders/1PT0VRsYc9VdE6398OxrTIvmMpFL5SgvA,1PT0VRsYc9VdE6398OxrTIvmMpFL5SgvA,,44,10,2025,15ea3a63-4e94-44e0-b88b-01c31c8bc60e,cerrado,Admin
10/26/2025 17:17:48,2025-10-26,17:17,Lynwood,es,5,5,5,5,10,,,,https://drive.google.com/drive/folders/1PT0VRsYc9VdE6398OxrTIvmMpFL5SgvA,1PT0VRsYc9VdE6398OxrTIvmMpFL5SgvA,,44,10,2025,e8d44d70-d312-47af-8000-06d78a367157,cerrado,Admin
10/26/2025 17:19:09,2025-10-26,17:19,Lynwood,es,5,5,5,5,10,,,,https://drive.google.com/drive/folders/1PT0VRsYc9VdE6398OxrTIvmMpFL5SgvA,1PT0VRsYc9VdE6398OxrTIvmMpFL5SgvA,,44,10,2025,4160ddc7-7e0d-4fcf-bfe0-de5d742e44fb,cerrado,Admin
10/26/2025 17:29:24,2025-10-26,17:29,Lynwood,es,5,5,5,4,8,,,,https://drive.google.com/drive/folders/1PT0VRsYc9VdE6398OxrTIvmMpFL5SgvA,1PT0VRsYc9VdE6398OxrTIvmMpFL5SgvA,Maria,44,10,2025,3b3405c1-8891-4ee1-9a50-ca0a7168193b,cerrado,Admin
10/26/2025 17:34:43,2025-10-26,17:34,Lynwood,en,5,5,5,5,10,,,,https://drive.google.com/drive/folders/1PT0VRsYc9VdE6398OxrTIvmMpFL5SgvA,1PT0VRsYc9VdE6398OxrTIvmMpFL5SgvA,,44,10,2025,8f10cc81-6ff9-4403-91a8-c1fb963a216e,cerrado,Admin
10/26/2025 17:36:06,2025-10-26,17:36,Lynwood,en,5,5,5,5,10,,,,https://drive.google.com/drive/folders/1_aqVqP8_od9G-UWOUpq4Ig5RMgLFILGp,1_aqVqP8_od9G-UWOUpq4Ig5RMgLFILGp,Steven,44,10,2025,0f3d8897-4210-4880-9ed3-261dd5bce39f,cerrado,Admin
10/26/2025 17:38:55,2025-10-26,17:38,Lynwood,es,5,5,5,5,10,Todo muy rico siempre,,,https://drive.google.com/drive/folders/1PT0VRsYc9VdE6398OxrTIvmMpFL5SgvA,1PT0VRsYc9VdE6398OxrTIvmMpFL5SgvA,,44,10,2025,cf1a2f01-a83b-4bd8-a82b-1c5e37657358,cerrado,Admin
10/26/2025 17:42:49,2025-10-26,17:42,Lynwood,en,5,5,5,5,10,She was nice and gave good service,,,https://drive.google.com/drive/folders/1PT0VRsYc9VdE6398OxrTIvmMpFL5SgvA,1PT0VRsYc9VdE6398OxrTIvmMpFL5SgvA,Ruben,44,10,2025,fcf1b54e-7d14-4fed-a634-012333a28be8,cerrado,Admin
