Store,Date,DayOfWeek,FirstHour,FirstHourSales,LastHour,LastHourSales
Tacos Gavilan South Gate,2025-04-08,Martes,9:00 AM,123.17,11:00 PM,332.51
Tacos Gavilan West Covina,2025-04-09,Miércoles,12:00 AM,525.65,11:00 PM,594.64
Tacos Gavilan Santa Ana,2025-04-09,Miércoles,9:00 AM,30.05,11:00 PM,296.68
Tacos Gavilan La Puente,2025-04-09,Miércoles,9:00 AM,77.89,11:00 PM,399.58
Tacos Gavilan LA Central,2025-04-09,Miércoles,12:00 AM,903.43,11:00 PM,1077.27
Tacos Gavilan Hollywood,2025-04-09,Miércoles,9:00 AM,298.95,11:00 PM,414.59
Tacos Gavilan Bell,2025-04-09,Miércoles,10:00 AM,299.69,11:00 PM,99.35
Tacos Gavilan LA Broadway,2025-04-09,Miércoles,12:00 AM,569.69,11:00 PM,815.82
Tacos Gavilan Norwalk,2025-04-09,Miércoles,12:00 AM,689.42,11:00 PM,428.07
Tacos Gavilan Huntington Park,2025-04-09,Miércoles,9:00 AM,40.82,11:00 PM,364.41
Tacos Gavilan South Gate,2025-04-09,Miércoles,9:00 AM,53.96,11:00 PM,361.94
Tacos Gavilan Azusa,2025-04-09,Miércoles,9:00 AM,23.74,11:00 PM,171.08
Tacos Gavilan Downey,2025-04-09,Miércoles,8:00 AM,19.78,11:00 PM,253.40
Tacos Gavilan Rialto,2025-04-09,Miércoles,8:00 AM,32.46,11:00 PM,569.35
Tacos Gavilan Lynwood,2025-04-09,Miércoles,12:00 AM,723.51,11:00 PM,753.19
Tacos Gavilan Slauson,2025-04-09,Miércoles,12:00 AM,355.67,11:00 PM,717.28
Tacos Gavilan Azusa,2025-04-10,Jueves,10:00 AM,350.75,11:00 PM,347.83
Tacos Gavilan Rialto,2025-04-10,Jueves,12:00 AM,371.51,11:00 PM,556.25
Tacos Gavilan LA Central,2025-04-10,Jueves,12:00 AM,766.31,11:00 PM,798.88
Tacos Gavilan South Gate,2025-04-10,Jueves,9:00 AM,202.66,11:00 PM,235.52
Tacos Gavilan Downey,2025-04-10,Jueves,12:00 AM,223.83,11:00 PM,383.21
Tacos Gavilan Huntington Park,2025-04-10,Jueves,12:00 AM,299.49,11:00 PM,382.81
Tacos Gavilan Lynwood,2025-04-10,Jueves,12:00 AM,629.48,11:00 PM,756.42
Tacos Gavilan Slauson,2025-04-10,Jueves,12:00 AM,367.78,11:00 PM,447.60
Tacos Gavilan LA Broadway,2025-04-10,Jueves,12:00 AM,551.05,11:00 PM,843.53
Tacos Gavilan Hollywood,2025-04-10,Jueves,12:00 AM,34.53,11:00 PM,422.40
Tacos Gavilan Santa Ana,2025-04-10,Jueves,10:00 AM,733.54,11:00 PM,528.95
Tacos Gavilan Norwalk,2025-04-10,Jueves,12:00 AM,408.20,11:00 PM,640.05
Tacos Gavilan Bell,2025-04-10,Jueves,10:00 AM,427.43,11:00 PM,290.08
Tacos Gavilan La Puente,2025-04-10,Jueves,12:00 AM,4.95,11:00 PM,221.93
Tacos Gavilan West Covina,2025-04-10,Jueves,12:00 AM,651.97,11:00 PM,536.66
Tacos Gavilan Santa Ana,2025-04-11,Viernes,12:00 AM,619.99,11:00 PM,778.89
Tacos Gavilan LA Central,2025-04-11,Viernes,12:00 AM,1471.09,11:00 PM,1361.54
Tacos Gavilan Bell,2025-04-11,Viernes,12:00 AM,191.72,11:00 PM,221.99
Tacos Gavilan Huntington Park,2025-04-11,Viernes,12:00 AM,465.60,11:00 PM,761.75
Tacos Gavilan Lynwood,2025-04-11,Viernes,12:00 AM,1157.21,11:00 PM,1647.43
Tacos Gavilan Slauson,2025-04-11,Viernes,12:00 AM,909.31,11:00 PM,948.40
Tacos Gavilan La Puente,2025-04-11,Viernes,12:00 AM,259.00,11:00 PM,850.41
Tacos Gavilan West Covina,2025-04-11,Viernes,12:00 AM,692.65,11:00 PM,1130.39
Tacos Gavilan South Gate,2025-04-11,Viernes,12:00 AM,445.78,11:00 PM,1014.36
Tacos Gavilan Rialto,2025-04-11,Viernes,12:00 AM,391.74,11:00 PM,1142.25
Tacos Gavilan Azusa,2025-04-11,Viernes,12:00 AM,338.00,11:00 PM,323.47
Tacos Gavilan Hollywood,2025-04-11,Viernes,12:00 AM,673.35,11:00 PM,692.15
Tacos Gavilan Downey,2025-04-11,Viernes,12:00 AM,448.53,11:00 PM,1015.01
Tacos Gavilan Norwalk,2025-04-11,Viernes,12:00 AM,794.05,11:00 PM,1020.71
Tacos Gavilan LA Broadway,2025-04-11,Viernes,12:00 AM,735.68,11:00 PM,1142.98
Tacos Gavilan Santa Ana,2025-04-12,Sábado,12:00 AM,474.22,11:00 PM,795.77
Tacos Gavilan La Puente,2025-04-12,Sábado,12:00 AM,219.03,11:00 PM,422.31
Tacos Gavilan LA Central,2025-04-12,Sábado,12:00 AM,1490.60,11:00 PM,1118.10
Tacos Gavilan South Gate,2025-04-12,Sábado,12:00 AM,492.09,11:00 PM,872.55
Tacos Gavilan Huntington Park,2025-04-12,Sábado,12:00 AM,392.43,11:00 PM,580.98
Tacos Gavilan Lynwood,2025-04-12,Sábado,12:00 AM,1162.48,11:00 PM,1672.14
Tacos Gavilan Norwalk,2025-04-12,Sábado,12:00 AM,922.89,11:00 PM,1574.86
Tacos Gavilan Bell,2025-04-12,Sábado,12:00 AM,337.15,11:00 PM,458.42
Tacos Gavilan Rialto,2025-04-12,Sábado,12:00 AM,820.51,11:00 PM,1084.18
Tacos Gavilan West Covina,2025-04-12,Sábado,12:00 AM,662.56,11:00 PM,1190.68
Tacos Gavilan Azusa,2025-04-12,Sábado,12:00 AM,171.84,11:00 PM,369.51
Tacos Gavilan Downey,2025-04-12,Sábado,12:00 AM,889.64,11:00 PM,981.62
Tacos Gavilan LA Broadway,2025-04-12,Sábado,12:00 AM,777.48,11:00 PM,1209.08
Tacos Gavilan Hollywood,2025-04-12,Sábado,12:00 AM,692.97,11:00 PM,637.77
Tacos Gavilan Slauson,2025-04-12,Sábado,12:00 AM,722.73,11:00 PM,1095.70
Tacos Gavilan West Covina,2025-04-13,Domingo,12:00 AM,294.63,11:00 PM,548.68
Tacos Gavilan Santa Ana,2025-04-13,Domingo,10:00 AM,291.65,11:00 PM,331.12
Tacos Gavilan La Puente,2025-04-13,Domingo,9:00 AM,50.38,11:00 PM,232.03
Tacos Gavilan Azusa,2025-04-13,Domingo,12:00 AM,11.45,11:00 PM,277.01
Tacos Gavilan Huntington Park,2025-04-13,Domingo,10:00 AM,371.60,11:00 PM,489.68
Tacos Gavilan Downey,2025-04-13,Domingo,9:00 AM,310.83,11:00 PM,333.73
Tacos Gavilan Rialto,2025-04-13,Domingo,12:00 AM,557.41,11:00 PM,551.00
Tacos Gavilan Lynwood,2025-04-13,Domingo,12:00 AM,578.12,11:00 PM,1057.45
Tacos Gavilan LA Broadway,2025-04-13,Domingo,12:00 AM,428.15,11:00 PM,530.87
Tacos Gavilan Norwalk,2025-04-13,Domingo,12:00 AM,242.34,11:00 PM,597.41
Tacos Gavilan LA Central,2025-04-13,Domingo,12:00 AM,609.34,11:00 PM,817.94
Tacos Gavilan South Gate,2025-04-13,Domingo,9:00 AM,20.86,11:00 PM,500.07
Tacos Gavilan Bell,2025-04-13,Domingo,10:00 AM,112.71,11:00 PM,196.77
Tacos Gavilan Hollywood,2025-04-13,Domingo,8:00 AM,8.59,11:00 PM,364.34
Tacos Gavilan Slauson,2025-04-13,Domingo,12:00 AM,484.89,11:00 PM,670.42
Tacos Gavilan Santa Ana,2025-04-14,Lunes,10:00 AM,287.85,11:00 PM,297.62
Tacos Gavilan La Puente,2025-04-14,Lunes,9:00 AM,80.90,11:00 PM,379.48
Tacos Gavilan Rialto,2025-04-14,Lunes,9:00 AM,165.27,11:00 PM,647.23
Tacos Gavilan LA Central,2025-04-14,Lunes,12:00 AM,587.62,11:00 PM,806.05
Tacos Gavilan South Gate,2025-04-14,Lunes,9:00 AM,92.53,11:00 PM,479.35
Tacos Gavilan Bell,2025-04-14,Lunes,10:00 AM,201.81,11:00 PM,229.36
Tacos Gavilan Lynwood,2025-04-14,Lunes,12:00 AM,566.62,11:00 PM,1030.78
Tacos Gavilan LA Broadway,2025-04-14,Lunes,12:00 AM,707.23,11:00 PM,811.63
Tacos Gavilan Azusa,2025-04-14,Lunes,10:00 AM,187.46,11:00 PM,293.01
Tacos Gavilan Norwalk,2025-04-14,Lunes,12:00 AM,232.44,11:00 PM,747.31
Tacos Gavilan Hollywood,2025-04-14,Lunes,8:00 AM,12.38,11:00 PM,227.63
Tacos Gavilan Slauson,2025-04-14,Lunes,12:00 AM,337.63,11:00 PM,805.79
Tacos Gavilan Downey,2025-04-14,Lunes,9:00 AM,498.83,11:00 PM,344.13
Tacos Gavilan Huntington Park,2025-04-14,Lunes,9:00 AM,8.59,11:00 PM,410.23
Tacos Gavilan West Covina,2025-04-14,Lunes,12:00 AM,387.31,11:00 PM,532.27
Tacos Gavilan West Covina,2025-04-15,Martes,12:00 AM,336.63,11:00 PM,716.08
Tacos Gavilan Azusa,2025-04-15,Martes,9:00 AM,12.38,11:00 PM,334.87
Tacos Gavilan Rialto,2025-04-15,Martes,9:00 AM,111.15,11:00 PM,388.11
Tacos Gavilan LA Central,2025-04-15,Martes,12:00 AM,638.55,11:00 PM,994.76
Tacos Gavilan Bell,2025-04-15,Martes,10:00 AM,156.38,11:00 PM,356.95
Tacos Gavilan Huntington Park,2025-04-15,Martes,10:00 AM,259.75,11:00 PM,308.66
Tacos Gavilan Lynwood,2025-04-15,Martes,12:00 AM,474.75,11:00 PM,934.18
Tacos Gavilan Slauson,2025-04-15,Martes,12:00 AM,469.61,11:00 PM,607.12
Tacos Gavilan South Gate,2025-04-15,Martes,9:00 AM,42.15,11:00 PM,329.69
Tacos Gavilan Downey,2025-04-15,Martes,9:00 AM,222.80,11:00 PM,332.57
Tacos Gavilan Norwalk,2025-04-15,Martes,12:00 AM,394.99,11:00 PM,548.43
Tacos Gavilan La Puente,2025-04-15,Martes,10:00 AM,316.05,11:00 PM,251.16
Tacos Gavilan LA Broadway,2025-04-15,Martes,12:00 AM,479.35,11:00 PM,410.78
Tacos Gavilan Hollywood,2025-04-15,Martes,9:00 AM,612.08,11:00 PM,360.42
Tacos Gavilan Santa Ana,2025-04-15,Martes,10:00 AM,432.26,11:00 PM,237.66
Tacos Gavilan Santa Ana,2025-04-16,Miércoles,10:00 AM,387.45,11:00 PM,383.61
Tacos Gavilan Rialto,2025-04-16,Miércoles,9:00 AM,237.83,11:00 PM,326.76
Tacos Gavilan South Gate,2025-04-16,Miércoles,9:00 AM,86.50,11:00 PM,368.49
Tacos Gavilan Huntington Park,2025-04-16,Miércoles,9:00 AM,12.45,11:00 PM,479.09
Tacos Gavilan Lynwood,2025-04-16,Miércoles,12:00 AM,639.84,11:00 PM,973.03
Tacos Gavilan Hollywood,2025-04-16,Miércoles,9:00 AM,301.07,11:00 PM,398.07
Tacos Gavilan LA Broadway,2025-04-16,Miércoles,12:00 AM,310.53,11:00 PM,558.43
Tacos Gavilan Slauson,2025-04-16,Miércoles,12:00 AM,446.84,11:00 PM,453.52
Tacos Gavilan LA Central,2025-04-16,Miércoles,12:00 AM,808.87,11:00 PM,980.12
Tacos Gavilan La Puente,2025-04-16,Miércoles,9:00 AM,103.82,11:00 PM,195.86
Tacos Gavilan Bell,2025-04-16,Miércoles,10:00 AM,268.92,11:00 PM,461.15
Tacos Gavilan Azusa,2025-04-16,Miércoles,9:00 AM,9.89,11:00 PM,192.12
Tacos Gavilan Downey,2025-04-16,Miércoles,9:00 AM,198.46,11:00 PM,539.33
Tacos Gavilan Norwalk,2025-04-16,Miércoles,12:00 AM,550.46,11:00 PM,505.28
Tacos Gavilan West Covina,2025-04-16,Miércoles,12:00 AM,581.23,11:00 PM,451.42
Tacos Gavilan La Puente,2025-04-17,Jueves,9:00 AM,61.72,11:00 PM,332.34
Tacos Gavilan LA Central,2025-04-17,Jueves,12:00 AM,1641.96,11:00 PM,1476.07
Tacos Gavilan South Gate,2025-04-17,Jueves,9:00 AM,222.89,11:00 PM,601.04
Tacos Gavilan Bell,2025-04-17,Jueves,10:00 AM,205.19,11:00 PM,265.71
Tacos Gavilan Norwalk,2025-04-17,Jueves,12:00 AM,1040.08,11:00 PM,923.06
Tacos Gavilan Slauson,2025-04-17,Jueves,12:00 AM,851.84,11:00 PM,868.99
Tacos Gavilan Downey,2025-04-17,Jueves,12:00 AM,489.04,11:00 PM,581.67
Tacos Gavilan Hollywood,2025-04-17,Jueves,9:00 AM,214.59,11:00 PM,389.28
Tacos Gavilan Huntington Park,2025-04-17,Jueves,12:00 AM,726.94,11:00 PM,516.86
Tacos Gavilan Santa Ana,2025-04-17,Jueves,10:00 AM,563.08,11:00 PM,562.66
Tacos Gavilan Lynwood,2025-04-17,Jueves,12:00 AM,1774.80,11:00 PM,1443.01
Tacos Gavilan LA Broadway,2025-04-17,Jueves,12:00 AM,969.94,11:00 PM,612.22
Tacos Gavilan Rialto,2025-04-17,Jueves,12:00 AM,166.31,11:00 PM,580.03
Tacos Gavilan Azusa,2025-04-17,Jueves,10:00 AM,219.03,11:00 PM,329.39
Tacos Gavilan West Covina,2025-04-17,Jueves,12:00 AM,546.05,11:00 PM,707.42
Tacos Gavilan Huntington Park,2025-04-18,Viernes,12:00 AM,55.31,11:00 PM,123.14
Tacos Gavilan LA Broadway,2025-04-18,Viernes,3:00 AM,10.57,8:00 AM,44.24
Tacos Gavilan Santa Ana,2025-04-19,Sábado,12:00 AM,759.96,11:00 PM,1033.92
Tacos Gavilan Rialto,2025-04-19,Sábado,12:00 AM,878.22,11:00 PM,1651.92
Tacos Gavilan LA Central,2025-04-19,Sábado,12:00 AM,1738.26,11:00 PM,1690.64
Tacos Gavilan Bell,2025-04-19,Sábado,12:00 AM,357.79,11:00 PM,304.63
Tacos Gavilan Huntington Park,2025-04-19,Sábado,12:00 AM,546.40,11:00 PM,646.04
Tacos Gavilan Lynwood,2025-04-19,Sábado,12:00 AM,1961.22,11:00 PM,1636.67
Tacos Gavilan La Puente,2025-04-19,Sábado,12:00 AM,570.45,11:00 PM,608.61
Tacos Gavilan Norwalk,2025-04-19,Sábado,12:00 AM,1432.21,11:00 PM,1396.86
Tacos Gavilan Azusa,2025-04-19,Sábado,12:00 AM,301.58,11:00 PM,372.48
Tacos Gavilan Downey,2025-04-19,Sábado,12:00 AM,743.99,11:00 PM,764.54
Tacos Gavilan LA Broadway,2025-04-19,Sábado,12:00 AM,1432.63,11:00 PM,1235.05
Tacos Gavilan Hollywood,2025-04-19,Sábado,12:00 AM,588.20,11:00 PM,807.62
Tacos Gavilan Slauson,2025-04-19,Sábado,12:00 AM,1847.95,11:00 PM,878.64
Tacos Gavilan West Covina,2025-04-19,Sábado,12:00 AM,1208.86,11:00 PM,868.19
Tacos Gavilan South Gate,2025-04-19,Sábado,12:00 AM,926.02,11:00 PM,1279.08
Tacos Gavilan West Covina,2025-04-20,Domingo,12:00 AM,377.00,11:00 PM,495.44
Tacos Gavilan Santa Ana,2025-04-20,Domingo,9:00 AM,28.41,11:00 PM,455.89
Tacos Gavilan Rialto,2025-04-20,Domingo,12:00 AM,268.16,11:00 PM,695.12
Tacos Gavilan LA Central,2025-04-20,Domingo,12:00 AM,656.59,11:00 PM,759.82
Tacos Gavilan Bell,2025-04-20,Domingo,10:00 AM,166.14,11:00 PM,401.12
Tacos Gavilan Slauson,2025-04-20,Domingo,12:00 AM,349.35,11:00 PM,552.21
Tacos Gavilan Hollywood,2025-04-20,Domingo,12:00 AM,24.62,11:00 PM,702.26
Tacos Gavilan La Puente,2025-04-20,Domingo,12:00 AM,5.73,11:00 PM,189.78
Tacos Gavilan Huntington Park,2025-04-20,Domingo,10:00 AM,297.25,11:00 PM,365.72
Tacos Gavilan South Gate,2025-04-20,Domingo,10:00 AM,372.19,11:00 PM,333.42
Tacos Gavilan Norwalk,2025-04-20,Domingo,12:00 AM,396.65,11:00 PM,775.54
Tacos Gavilan Azusa,2025-04-20,Domingo,12:00 AM,3.79,11:00 PM,119.81
Tacos Gavilan Downey,2025-04-20,Domingo,9:00 AM,242.42,11:00 PM,361.23
Tacos Gavilan LA Broadway,2025-04-20,Domingo,12:00 AM,382.02,11:00 PM,385.72
Tacos Gavilan Lynwood,2025-04-20,Domingo,12:00 AM,458.72,11:00 PM,999.14
Tacos Gavilan West Covina,2025-04-21,Lunes,12:00 AM,341.01,11:00 PM,374.93
Tacos Gavilan La Puente,2025-04-21,Lunes,9:00 AM,23.97,11:00 PM,219.85
Tacos Gavilan Rialto,2025-04-21,Lunes,9:00 AM,627.69,11:00 PM,346.72
Tacos Gavilan LA Central,2025-04-21,Lunes,12:00 AM,669.91,11:00 PM,849.96
Tacos Gavilan Bell,2025-04-21,Lunes,10:00 AM,313.30,11:00 PM,233.80
Tacos Gavilan Lynwood,2025-04-21,Lunes,12:00 AM,448.33,11:00 PM,780.04
Tacos Gavilan Hollywood,2025-04-21,Lunes,8:00 AM,9.09,11:00 PM,304.12
Tacos Gavilan Norwalk,2025-04-21,Lunes,12:00 AM,315.41,11:00 PM,514.05
Tacos Gavilan LA Broadway,2025-04-21,Lunes,12:00 AM,445.40,11:00 PM,465.11
Tacos Gavilan Slauson,2025-04-21,Lunes,12:00 AM,236.75,11:00 PM,493.07
Tacos Gavilan South Gate,2025-04-21,Lunes,9:00 AM,186.61,11:00 PM,460.63
Tacos Gavilan Azusa,2025-04-21,Lunes,10:00 AM,244.54,11:00 PM,246.26
Tacos Gavilan Huntington Park,2025-04-21,Lunes,9:00 AM,28.25,11:00 PM,157.61
Tacos Gavilan Santa Ana,2025-04-21,Lunes,9:00 AM,39.07,11:00 PM,405.68
Tacos Gavilan Downey,2025-04-21,Lunes,8:00 AM,11.45,11:00 PM,303.36
Tacos Gavilan West Covina,2025-04-22,Martes,12:00 AM,361.26,11:00 PM,574.92
Tacos Gavilan La Puente,2025-04-22,Martes,9:00 AM,66.28,11:00 PM,165.47
Tacos Gavilan Azusa,2025-04-22,Martes,9:00 AM,60.40,11:00 PM,167.26
Tacos Gavilan Bell,2025-04-22,Martes,10:00 AM,201.48,11:00 PM,51.53
Tacos Gavilan Norwalk,2025-04-22,Martes,12:00 AM,559.86,11:00 PM,606.13
Tacos Gavilan Slauson,2025-04-22,Martes,12:00 AM,348.10,11:00 PM,666.83
Tacos Gavilan Hollywood,2025-04-22,Martes,12:00 AM,10.99,11:00 PM,466.26
Tacos Gavilan South Gate,2025-04-22,Martes,9:00 AM,49.50,11:00 PM,319.13
Tacos Gavilan Downey,2025-04-22,Martes,9:00 AM,213.45,11:00 PM,318.43
Tacos Gavilan Rialto,2025-04-22,Martes,9:00 AM,261.02,11:00 PM,225.49
Tacos Gavilan LA Central,2025-04-22,Martes,12:00 AM,698.23,11:00 PM,831.67
Tacos Gavilan LA Broadway,2025-04-22,Martes,12:00 AM,448.74,11:00 PM,527.12
Tacos Gavilan Santa Ana,2025-04-22,Martes,10:00 AM,527.00,11:00 PM,270.57
Tacos Gavilan Huntington Park,2025-04-22,Martes,9:00 AM,33.08,11:00 PM,241.15
Tacos Gavilan Lynwood,2025-04-22,Martes,12:00 AM,494.05,11:00 PM,839.90
Tacos Gavilan Santa Ana,2025-04-23,Miércoles,10:00 AM,224.40,11:00 PM,452.78
Tacos Gavilan Rialto,2025-04-23,Miércoles,12:00 AM,20.47,11:00 PM,602.61
Tacos Gavilan LA Central,2025-04-23,Miércoles,12:00 AM,629.67,11:00 PM,979.02
Tacos Gavilan South Gate,2025-04-23,Miércoles,9:00 AM,123.65,11:00 PM,416.41
Tacos Gavilan Bell,2025-04-23,Miércoles,10:00 AM,192.23,11:00 PM,174.24
Tacos Gavilan Azusa,2025-04-23,Miércoles,9:00 AM,43.45,11:00 PM,109.30
Tacos Gavilan Huntington Park,2025-04-23,Miércoles,10:00 AM,209.12,11:00 PM,482.92
Tacos Gavilan Lynwood,2025-04-23,Miércoles,12:00 AM,583.75,11:00 PM,800.35
Tacos Gavilan La Puente,2025-04-23,Miércoles,12:00 AM,2.25,11:00 PM,138.26
Tacos Gavilan Hollywood,2025-04-23,Miércoles,9:00 AM,261.02,11:00 PM,444.74
Tacos Gavilan West Covina,2025-04-23,Miércoles,12:00 AM,423.52,11:00 PM,715.63
Tacos Gavilan Norwalk,2025-04-23,Miércoles,12:00 AM,600.92,11:00 PM,993.48
Tacos Gavilan LA Broadway,2025-04-23,Miércoles,12:00 AM,244.67,11:00 PM,504.84
Tacos Gavilan Slauson,2025-04-23,Miércoles,12:00 AM,309.01,11:00 PM,528.46
Tacos Gavilan Downey,2025-04-23,Miércoles,9:00 AM,198.12,11:00 PM,310.95
Tacos Gavilan Santa Ana,2025-04-24,Jueves,12:00 AM,3.79,11:00 PM,403.70
Tacos Gavilan Rialto,2025-04-24,Jueves,12:00 AM,202.82,11:00 PM,808.38
Tacos Gavilan South Gate,2025-04-24,Jueves,8:00 AM,15.58,11:00 PM,514.60
Tacos Gavilan Huntington Park,2025-04-24,Jueves,12:00 AM,290.12,11:00 PM,349.32
Tacos Gavilan Downey,2025-04-24,Jueves,12:00 AM,132.79,11:00 PM,370.27
Tacos Gavilan LA Broadway,2025-04-24,Jueves,12:00 AM,688.91,11:00 PM,548.38
Tacos Gavilan Lynwood,2025-04-24,Jueves,12:00 AM,984.04,11:00 PM,1117.19
Tacos Gavilan La Puente,2025-04-24,Jueves,9:00 AM,74.62,11:00 PM,272.06
Tacos Gavilan Azusa,2025-04-24,Jueves,10:00 AM,159.97,11:00 PM,193.82
Tacos Gavilan Norwalk,2025-04-24,Jueves,12:00 AM,490.89,11:00 PM,707.24
Tacos Gavilan Slauson,2025-04-24,Jueves,12:00 AM,547.74,11:00 PM,585.13
Tacos Gavilan Bell,2025-04-24,Jueves,10:00 AM,169.57,11:00 PM,177.74
Tacos Gavilan Hollywood,2025-04-24,Jueves,9:00 AM,176.07,11:00 PM,584.16
Tacos Gavilan LA Central,2025-04-24,Jueves,12:00 AM,716.81,11:00 PM,772.34
Tacos Gavilan West Covina,2025-04-24,Jueves,12:00 AM,487.16,11:00 PM,692.68
Tacos Gavilan West Covina,2025-04-25,Viernes,12:00 AM,831.55,11:00 PM,789.94
Tacos Gavilan Azusa,2025-04-25,Viernes,12:00 AM,325.71,11:00 PM,279.60
Tacos Gavilan Rialto,2025-04-25,Viernes,12:00 AM,608.43,11:00 PM,992.14
Tacos Gavilan LA Central,2025-04-25,Viernes,12:00 AM,1304.48,11:00 PM,1263.33
Tacos Gavilan South Gate,2025-04-25,Viernes,12:00 AM,831.46,11:00 PM,1055.07
Tacos Gavilan Huntington Park,2025-04-25,Viernes,12:00 AM,541.47,11:00 PM,525.87
Tacos Gavilan Lynwood,2025-04-25,Viernes,12:00 AM,1461.93,11:00 PM,1142.20
Tacos Gavilan Slauson,2025-04-25,Viernes,12:00 AM,1051.24,11:00 PM,875.79
Tacos Gavilan LA Broadway,2025-04-25,Viernes,12:00 AM,1005.04,11:00 PM,881.32
Tacos Gavilan Downey,2025-04-25,Viernes,12:00 AM,528.19,11:00 PM,975.47
Tacos Gavilan Bell,2025-04-25,Viernes,12:00 AM,277.88,11:00 PM,384.67
Tacos Gavilan Norwalk,2025-04-25,Viernes,12:00 AM,963.83,11:00 PM,956.02
Tacos Gavilan La Puente,2025-04-25,Viernes,12:00 AM,675.61,11:00 PM,595.75
Tacos Gavilan Hollywood,2025-04-25,Viernes,12:00 AM,869.22,11:00 PM,654.68
Tacos Gavilan Santa Ana,2025-04-25,Viernes,12:00 AM,350.18,11:00 PM,860.12
Tacos Gavilan Santa Ana,2025-04-26,Sábado,12:00 AM,850.62,11:00 PM,912.99
Tacos Gavilan Rialto,2025-04-26,Sábado,12:00 AM,639.16,11:00 PM,775.50
Tacos Gavilan LA Central,2025-04-26,Sábado,12:00 AM,1503.96,11:00 PM,1546.71
Tacos Gavilan South Gate,2025-04-26,Sábado,12:00 AM,787.46,11:00 PM,917.78
Tacos Gavilan Bell,2025-04-26,Sábado,12:00 AM,341.00,11:00 PM,242.48
Tacos Gavilan Huntington Park,2025-04-26,Sábado,12:00 AM,890.30,11:00 PM,620.28
Tacos Gavilan Azusa,2025-04-26,Sábado,12:00 AM,243.82,11:00 PM,464.60
Tacos Gavilan LA Broadway,2025-04-26,Sábado,12:00 AM,1284.10,11:00 PM,937.12
Tacos Gavilan Lynwood,2025-04-26,Sábado,12:00 AM,1582.61,11:00 PM,1250.38
Tacos Gavilan Norwalk,2025-04-26,Sábado,12:00 AM,952.78,11:00 PM,1442.75
Tacos Gavilan Downey,2025-04-26,Sábado,12:00 AM,922.65,11:00 PM,649.04
Tacos Gavilan La Puente,2025-04-26,Sábado,12:00 AM,579.75,11:00 PM,645.08
Tacos Gavilan Hollywood,2025-04-26,Sábado,12:00 AM,841.61,11:00 PM,822.57
Tacos Gavilan Slauson,2025-04-26,Sábado,12:00 AM,806.00,11:00 PM,973.83
Tacos Gavilan West Covina,2025-04-26,Sábado,12:00 AM,976.52,11:00 PM,1020.02
Tacos Gavilan West Covina,2025-04-27,Domingo,12:00 AM,359.01,11:00 PM,503.73
Tacos Gavilan LA Central,2025-04-27,Domingo,12:00 AM,592.26,11:00 PM,1100.74
Tacos Gavilan Bell,2025-04-27,Domingo,10:00 AM,177.39,11:00 PM,216.70
Tacos Gavilan Lynwood,2025-04-27,Domingo,12:00 AM,983.16,11:00 PM,814.15
Tacos Gavilan Rialto,2025-04-27,Domingo,12:00 AM,350.94,11:00 PM,599.11
Tacos Gavilan Norwalk,2025-04-27,Domingo,12:00 AM,243.08,11:00 PM,559.34
Tacos Gavilan Slauson,2025-04-27,Domingo,12:00 AM,715.87,11:00 PM,746.80
Tacos Gavilan LA Broadway,2025-04-27,Domingo,12:00 AM,557.82,11:00 PM,630.85
Tacos Gavilan Huntington Park,2025-04-27,Domingo,10:00 AM,299.05,11:00 PM,493.83
Tacos Gavilan Santa Ana,2025-04-27,Domingo,10:00 AM,322.31,11:00 PM,505.86
Tacos Gavilan Azusa,2025-04-27,Domingo,10:00 AM,188.45,11:00 PM,211.21
Tacos Gavilan Downey,2025-04-27,Domingo,9:00 AM,227.91,11:00 PM,374.32
Tacos Gavilan La Puente,2025-04-27,Domingo,12:00 AM,27.27,11:00 PM,231.18
Tacos Gavilan South Gate,2025-04-27,Domingo,9:00 AM,4.29,11:00 PM,329.91
Tacos Gavilan Hollywood,2025-04-27,Domingo,8:00 AM,19.14,11:00 PM,719.26
Tacos Gavilan Santa Ana,2025-04-28,Lunes,9:00 AM,20.61,11:00 PM,429.86
Tacos Gavilan La Puente,2025-04-28,Lunes,9:00 AM,56.16,11:00 PM,242.48
Tacos Gavilan Azusa,2025-04-28,Lunes,9:00 AM,39.12,11:00 PM,205.59
Tacos Gavilan South Gate,2025-04-28,Lunes,9:00 AM,173.14,11:00 PM,301.08
Tacos Gavilan Huntington Park,2025-04-28,Lunes,10:00 AM,414.25,11:00 PM,244.75
Tacos Gavilan Slauson,2025-04-28,Lunes,12:00 AM,682.17,11:00 PM,638.47
Tacos Gavilan LA Broadway,2025-04-28,Lunes,12:00 AM,571.91,11:00 PM,666.95
Tacos Gavilan Rialto,2025-04-28,Lunes,9:00 AM,266.74,11:00 PM,353.78
Tacos Gavilan Bell,2025-04-28,Lunes,9:00 AM,4.58,11:00 PM,98.48
Tacos Gavilan West Covina,2025-04-28,Lunes,12:00 AM,611.22,11:00 PM,605.84
Tacos Gavilan Downey,2025-04-28,Lunes,8:00 AM,12.28,11:00 PM,193.06
Tacos Gavilan LA Central,2025-04-28,Lunes,12:00 AM,902.22,11:00 PM,592.77
Tacos Gavilan Norwalk,2025-04-28,Lunes,12:00 AM,488.56,11:00 PM,739.79
