Store,Date,DayOfWeek,FirstHour,FirstHourSales,LastHour,LastHourSales
Tacos Gavilan Slauson,2025-06-22,Domingo,12:00 AM,520.48,11:00 PM,807.51
Tacos Gavilan Hollywood,2025-06-22,Domingo,9:00 AM,235.50,11:00 PM,441.79
Tacos Gavilan LA Broadway,2025-06-22,Domingo,12:00 AM,698.91,11:00 PM,713.52
Tacos Gavilan Norwalk,2025-06-22,Domingo,12:00 AM,304.78,11:00 PM,998.12
Tacos Gavilan Bell,2025-06-22,Domingo,10:00 AM,203.13,11:00 PM,233.16
Tacos Gavilan South Gate,2025-06-22,Domingo,9:00 AM,20.47,11:00 PM,575.68
Tacos Gavilan Downey,2025-06-22,Domingo,9:00 AM,192.38,11:00 PM,490.28
Tacos Gavilan Rialto,2025-06-22,Domingo,12:00 AM,329.12,11:00 PM,588.39
Tacos Gavilan LA Central,2025-06-22,Domingo,12:00 AM,670.07,11:00 PM,944.01
Tacos Gavilan Lynwood,2025-06-22,Domingo,12:00 AM,1063.55,11:00 PM,1266.22
Tacos Gavilan West Covina,2025-06-23,Lunes,12:00 AM,264.91,11:00 PM,593.82
Tacos Gavilan Santa Ana,2025-06-23,Lunes,10:00 AM,390.42,11:00 PM,513.77
Tacos Gavilan La Puente,2025-06-23,Lunes,9:00 AM,85.60,11:00 PM,232.37
Tacos Gavilan Rialto,2025-06-23,Lunes,9:00 AM,380.00,11:00 PM,562.30
Tacos Gavilan South Gate,2025-06-23,Lunes,9:00 AM,64.23,11:00 PM,324.33
Tacos Gavilan Huntington Park,2025-06-23,Lunes,10:00 AM,362.09,11:00 PM,252.82
Tacos Gavilan Hollywood,2025-06-23,Lunes,8:00 AM,11.36,11:00 PM,413.74
Tacos Gavilan Azusa,2025-06-23,Lunes,10:00 AM,254.71,11:00 PM,237.09
Tacos Gavilan LA Broadway,2025-06-23,Lunes,12:00 AM,563.50,11:00 PM,446.56
Tacos Gavilan Bell,2025-06-23,Lunes,10:00 AM,205.35,11:00 PM,162.89
Tacos Gavilan Lynwood,2025-06-23,Lunes,12:00 AM,405.06,11:00 PM,704.62
Tacos Gavilan Downey,2025-06-23,Lunes,8:00 AM,21.54,11:00 PM,137.17
Tacos Gavilan Norwalk,2025-06-23,Lunes,12:00 AM,448.28,11:00 PM,796.63
Tacos Gavilan LA Central,2025-06-23,Lunes,12:00 AM,649.02,11:00 PM,976.96
Tacos Gavilan Slauson,2025-06-23,Lunes,12:00 AM,509.29,11:00 PM,437.96
Tacos Gavilan Azusa,2025-06-24,Martes,10:00 AM,258.84,11:00 PM,461.62
Tacos Gavilan Rialto,2025-06-24,Martes,9:00 AM,64.78,11:00 PM,358.32
Tacos Gavilan LA Central,2025-06-24,Martes,12:00 AM,828.19,11:00 PM,994.59
Tacos Gavilan South Gate,2025-06-24,Martes,8:00 AM,11.88,11:00 PM,255.05
Tacos Gavilan Huntington Park,2025-06-24,Martes,10:00 AM,224.01,11:00 PM,261.53
Tacos Gavilan Lynwood,2025-06-24,Martes,12:00 AM,588.19,11:00 PM,708.46
Tacos Gavilan Norwalk,2025-06-24,Martes,12:00 AM,554.50,11:00 PM,541.04
Tacos Gavilan Hollywood,2025-06-24,Martes,9:00 AM,150.23,11:00 PM,784.95
Tacos Gavilan LA Broadway,2025-06-24,Martes,12:00 AM,413.72,11:00 PM,470.48
Tacos Gavilan Santa Ana,2025-06-24,Martes,10:00 AM,616.15,11:00 PM,472.27
Tacos Gavilan Downey,2025-06-24,Martes,8:00 AM,30.05,11:00 PM,224.51
Tacos Gavilan Bell,2025-06-24,Martes,10:00 AM,174.16,11:00 PM,139.45
Tacos Gavilan La Puente,2025-06-24,Martes,9:00 AM,8.59,11:00 PM,262.06
Tacos Gavilan Slauson,2025-06-24,Martes,12:00 AM,291.56,11:00 PM,372.68
Tacos Gavilan West Covina,2025-06-24,Martes,12:00 AM,165.08,11:00 PM,428.84
Tacos Gavilan Santa Ana,2025-06-25,Miércoles,12:00 AM,2.25,11:00 PM,530.08
Tacos Gavilan LA Central,2025-06-25,Miércoles,12:00 AM,996.69,11:00 PM,865.65
Tacos Gavilan South Gate,2025-06-25,Miércoles,9:00 AM,187.40,11:00 PM,449.48
Tacos Gavilan Bell,2025-06-25,Miércoles,10:00 AM,111.62,11:00 PM,215.56
Tacos Gavilan Downey,2025-06-25,Miércoles,9:00 AM,108.50,11:00 PM,295.87
Tacos Gavilan Hollywood,2025-06-25,Miércoles,9:00 AM,397.91,11:00 PM,403.07
Tacos Gavilan LA Broadway,2025-06-25,Miércoles,12:00 AM,350.30,11:00 PM,484.97
Tacos Gavilan Azusa,2025-06-25,Miércoles,10:00 AM,327.25,11:00 PM,150.24
Tacos Gavilan Rialto,2025-06-25,Miércoles,9:00 AM,195.67,11:00 PM,525.11
Tacos Gavilan Norwalk,2025-06-25,Miércoles,12:00 AM,639.15,11:00 PM,722.89
Tacos Gavilan La Puente,2025-06-25,Miércoles,9:00 AM,96.27,11:00 PM,425.38
Tacos Gavilan Huntington Park,2025-06-25,Miércoles,10:00 AM,154.48,11:00 PM,296.00
Tacos Gavilan West Covina,2025-06-25,Miércoles,12:00 AM,499.07,11:00 PM,537.94
Tacos Gavilan Slauson,2025-06-25,Miércoles,12:00 AM,604.91,11:00 PM,636.65
Tacos Gavilan Lynwood,2025-06-25,Miércoles,12:00 AM,664.90,11:00 PM,822.26
Tacos Gavilan Santa Ana,2025-06-26,Jueves,12:00 AM,5.69,11:00 PM,549.61
Tacos Gavilan La Puente,2025-06-26,Jueves,9:00 AM,107.97,11:00 PM,315.90
Tacos Gavilan LA Central,2025-06-26,Jueves,12:00 AM,808.21,11:00 PM,878.56
Tacos Gavilan South Gate,2025-06-26,Jueves,9:00 AM,71.38,11:00 PM,763.19
Tacos Gavilan Bell,2025-06-26,Jueves,9:00 AM,10.07,11:00 PM,231.70
Tacos Gavilan Downey,2025-06-26,Jueves,12:00 AM,269.96,11:00 PM,562.75
Tacos Gavilan Slauson,2025-06-26,Jueves,12:00 AM,657.90,11:00 PM,773.16
Tacos Gavilan Hollywood,2025-06-26,Jueves,8:00 AM,20.40,11:00 PM,481.14
Tacos Gavilan Azusa,2025-06-26,Jueves,9:00 AM,13.18,11:00 PM,565.10
Tacos Gavilan Rialto,2025-06-26,Jueves,12:00 AM,383.12,11:00 PM,679.22
Tacos Gavilan LA Broadway,2025-06-26,Jueves,12:00 AM,841.32,11:00 PM,644.79
Tacos Gavilan Norwalk,2025-06-26,Jueves,12:00 AM,928.11,11:00 PM,867.23
Tacos Gavilan Huntington Park,2025-06-26,Jueves,12:00 AM,455.31,11:00 PM,514.17
Tacos Gavilan West Covina,2025-06-26,Jueves,12:00 AM,620.17,11:00 PM,783.07
Tacos Gavilan Lynwood,2025-06-26,Jueves,12:00 AM,1245.31,11:00 PM,1010.90
Tacos Gavilan West Covina,2025-06-27,Viernes,12:00 AM,803.44,11:00 PM,995.34
Tacos Gavilan Santa Ana,2025-06-27,Viernes,12:00 AM,345.32,11:00 PM,723.21
Tacos Gavilan La Puente,2025-06-27,Viernes,12:00 AM,173.76,11:00 PM,593.87
Tacos Gavilan Azusa,2025-06-27,Viernes,12:00 AM,184.24,11:00 PM,179.04
Tacos Gavilan Huntington Park,2025-06-27,Viernes,12:00 AM,495.59,11:00 PM,556.91
Tacos Gavilan Lynwood,2025-06-27,Viernes,12:00 AM,1006.55,11:00 PM,1335.04
Tacos Gavilan Slauson,2025-06-27,Viernes,12:00 AM,789.35,11:00 PM,1066.29
Tacos Gavilan LA Broadway,2025-06-27,Viernes,12:00 AM,634.35,11:00 PM,762.12
Tacos Gavilan Downey,2025-06-27,Viernes,12:00 AM,479.29,11:00 PM,588.71
Tacos Gavilan Rialto,2025-06-27,Viernes,12:00 AM,972.51,11:00 PM,853.22
Tacos Gavilan Norwalk,2025-06-27,Viernes,12:00 AM,1350.39,11:00 PM,1304.61
Tacos Gavilan Bell,2025-06-27,Viernes,12:00 AM,318.62,11:00 PM,326.77
Tacos Gavilan LA Central,2025-06-27,Viernes,12:00 AM,1417.81,11:00 PM,1548.70
Tacos Gavilan Hollywood,2025-06-27,Viernes,12:00 AM,483.07,11:00 PM,791.70
Tacos Gavilan South Gate,2025-06-27,Viernes,12:00 AM,437.67,11:00 PM,991.20
Tacos Gavilan Santa Ana,2025-06-28,Sábado,12:00 AM,422.40,11:00 PM,1085.28
Tacos Gavilan La Puente,2025-06-28,Sábado,12:00 AM,446.34,11:00 PM,685.60
Tacos Gavilan Rialto,2025-06-28,Sábado,12:00 AM,927.60,11:00 PM,1100.53
Tacos Gavilan LA Central,2025-06-28,Sábado,12:00 AM,1666.12,11:00 PM,1585.52
Tacos Gavilan Huntington Park,2025-06-28,Sábado,12:00 AM,353.63,11:00 PM,739.68
Tacos Gavilan Slauson,2025-06-28,Sábado,12:00 AM,1358.79,11:00 PM,1008.73
Tacos Gavilan Azusa,2025-06-28,Sábado,12:00 AM,143.56,11:00 PM,584.25
Tacos Gavilan Norwalk,2025-06-28,Sábado,12:00 AM,1295.32,11:00 PM,1436.39
Tacos Gavilan Bell,2025-06-28,Sábado,12:00 AM,402.70,11:00 PM,435.83
Tacos Gavilan Downey,2025-06-28,Sábado,12:00 AM,798.76,11:00 PM,965.69
Tacos Gavilan LA Broadway,2025-06-28,Sábado,12:00 AM,802.84,11:00 PM,956.30
Tacos Gavilan West Covina,2025-06-28,Sábado,12:00 AM,743.74,11:00 PM,784.18
Tacos Gavilan South Gate,2025-06-28,Sábado,12:00 AM,602.13,11:00 PM,1015.32
Tacos Gavilan Lynwood,2025-06-28,Sábado,12:00 AM,1301.61,11:00 PM,1154.02
Tacos Gavilan Hollywood,2025-06-28,Sábado,12:00 AM,690.27,11:00 PM,617.55
Tacos Gavilan West Covina,2025-06-29,Domingo,12:00 AM,487.38,11:00 PM,737.04
Tacos Gavilan Santa Ana,2025-06-29,Domingo,10:00 AM,360.80,11:00 PM,379.84
Tacos Gavilan La Puente,2025-06-29,Domingo,9:00 AM,136.40,11:00 PM,346.34
Tacos Gavilan Rialto,2025-06-29,Domingo,12:00 AM,495.72,11:00 PM,801.98
Tacos Gavilan LA Central,2025-06-29,Domingo,12:00 AM,1239.77,11:00 PM,1453.11
Tacos Gavilan Hollywood,2025-06-29,Domingo,9:00 AM,295.41,11:00 PM,298.91
Tacos Gavilan Bell,2025-06-29,Domingo,10:00 AM,311.13,11:00 PM,183.53
Tacos Gavilan Huntington Park,2025-06-29,Domingo,9:00 AM,16.03,11:00 PM,203.00
Tacos Gavilan Azusa,2025-06-29,Domingo,10:00 AM,326.43,11:00 PM,334.18
Tacos Gavilan Downey,2025-06-29,Domingo,9:00 AM,420.04,11:00 PM,356.38
Tacos Gavilan LA Broadway,2025-06-29,Domingo,12:00 AM,769.06,11:00 PM,515.99
Tacos Gavilan Norwalk,2025-06-29,Domingo,12:00 AM,386.49,11:00 PM,1109.48
Tacos Gavilan South Gate,2025-06-29,Domingo,9:00 AM,24.76,11:00 PM,562.78
Tacos Gavilan Slauson,2025-06-29,Domingo,12:00 AM,981.48,11:00 PM,865.06
Tacos Gavilan Lynwood,2025-06-29,Domingo,12:00 AM,1282.97,11:00 PM,1164.17
Tacos Gavilan West Covina,2025-06-30,Lunes,12:00 AM,317.33,11:00 PM,485.32
Tacos Gavilan Santa Ana,2025-06-30,Lunes,10:00 AM,175.28,11:00 PM,358.44
Tacos Gavilan La Puente,2025-06-30,Lunes,9:00 AM,48.75,11:00 PM,314.02
Tacos Gavilan Downey,2025-06-30,Lunes,9:00 AM,192.41,11:00 PM,491.96
Tacos Gavilan Huntington Park,2025-06-30,Lunes,9:00 AM,29.70,11:00 PM,258.56
Tacos Gavilan Hollywood,2025-06-30,Lunes,9:00 AM,395.68,11:00 PM,315.09
Tacos Gavilan Rialto,2025-06-30,Lunes,9:00 AM,99.69,11:00 PM,499.63
Tacos Gavilan Norwalk,2025-06-30,Lunes,12:00 AM,429.00,11:00 PM,567.34
Tacos Gavilan Azusa,2025-06-30,Lunes,10:00 AM,174.16,11:00 PM,163.38
Tacos Gavilan LA Broadway,2025-06-30,Lunes,12:00 AM,490.81,11:00 PM,741.96
Tacos Gavilan LA Central,2025-06-30,Lunes,12:00 AM,1120.45,11:00 PM,797.44
Tacos Gavilan Bell,2025-06-30,Lunes,10:00 AM,233.62,11:00 PM,82.52
Tacos Gavilan Slauson,2025-06-30,Lunes,12:00 AM,324.11,11:00 PM,865.30
Tacos Gavilan Lynwood,2025-06-30,Lunes,12:00 AM,741.71,11:00 PM,799.26
Tacos Gavilan South Gate,2025-06-30,Lunes,9:00 AM,71.00,11:00 PM,381.38
Tacos Gavilan West Covina,2025-07-01,Martes,12:00 AM,365.52,11:00 PM,531.05
Tacos Gavilan Santa Ana,2025-07-01,Martes,10:00 AM,583.29,11:00 PM,506.14
Tacos Gavilan La Puente,2025-07-01,Martes,8:00 AM,37.74,11:00 PM,332.57
Tacos Gavilan Bell,2025-07-01,Martes,10:00 AM,193.44,11:00 PM,187.44
Tacos Gavilan Lynwood,2025-07-01,Martes,12:00 AM,826.22,11:00 PM,908.75
Tacos Gavilan Norwalk,2025-07-01,Martes,12:00 AM,744.01,11:00 PM,898.59
Tacos Gavilan Slauson,2025-07-01,Martes,12:00 AM,675.36,11:00 PM,797.81
Tacos Gavilan Hollywood,2025-07-01,Martes,8:00 AM,13.67,11:00 PM,310.56
Tacos Gavilan Downey,2025-07-01,Martes,8:00 AM,15.13,11:00 PM,408.44
Tacos Gavilan Azusa,2025-07-01,Martes,9:00 AM,9.45,11:00 PM,203.92
Tacos Gavilan Rialto,2025-07-01,Martes,9:00 AM,189.90,11:00 PM,642.60
Tacos Gavilan LA Broadway,2025-07-01,Martes,12:00 AM,441.63,11:00 PM,1122.70
Tacos Gavilan Huntington Park,2025-07-01,Martes,10:00 AM,388.76,11:00 PM,236.49
Tacos Gavilan LA Central,2025-07-01,Martes,12:00 AM,1239.85,11:00 PM,920.84
Tacos Gavilan South Gate,2025-07-01,Martes,8:00 AM,10.38,11:00 PM,530.28
Tacos Gavilan West Covina,2025-07-02,Miércoles,12:00 AM,599.80,11:00 PM,761.11
Tacos Gavilan Santa Ana,2025-07-02,Miércoles,9:00 AM,15.15,11:00 PM,515.93
Tacos Gavilan La Puente,2025-07-02,Miércoles,9:00 AM,12.95,11:00 PM,290.96
Tacos Gavilan Rialto,2025-07-02,Miércoles,9:00 AM,110.69,11:00 PM,503.04
Tacos Gavilan South Gate,2025-07-02,Miércoles,9:00 AM,205.47,11:00 PM,787.01
Tacos Gavilan Bell,2025-07-02,Miércoles,9:00 AM,18.86,11:00 PM,201.59
Tacos Gavilan Huntington Park,2025-07-02,Miércoles,10:00 AM,213.69,11:00 PM,387.37
Tacos Gavilan Lynwood,2025-07-02,Miércoles,12:00 AM,907.67,11:00 PM,1269.78
Tacos Gavilan Norwalk,2025-07-02,Miércoles,12:00 AM,745.48,11:00 PM,775.28
Tacos Gavilan Slauson,2025-07-02,Miércoles,12:00 AM,257.99,11:00 PM,608.39
Tacos Gavilan Hollywood,2025-07-02,Miércoles,8:00 AM,17.18,11:00 PM,560.24
Tacos Gavilan Azusa,2025-07-02,Miércoles,9:00 AM,21.77,11:00 PM,183.74
Tacos Gavilan Downey,2025-07-02,Miércoles,9:00 AM,320.15,11:00 PM,340.06
Tacos Gavilan LA Broadway,2025-07-02,Miércoles,12:00 AM,760.21,11:00 PM,435.66
Tacos Gavilan LA Central,2025-07-02,Miércoles,12:00 AM,1182.77,11:00 PM,1035.57
Tacos Gavilan West Covina,2025-07-03,Jueves,12:00 AM,943.22,11:00 PM,1434.72
Tacos Gavilan Santa Ana,2025-07-03,Jueves,9:00 AM,25.77,11:00 PM,702.68
Tacos Gavilan La Puente,2025-07-03,Jueves,9:00 AM,52.57,11:00 PM,497.03
Tacos Gavilan Rialto,2025-07-03,Jueves,12:00 AM,1097.27,11:00 PM,886.85
Tacos Gavilan LA Central,2025-07-03,Jueves,12:00 AM,1073.67,11:00 PM,1633.71
Tacos Gavilan South Gate,2025-07-03,Jueves,9:00 AM,156.15,11:00 PM,806.21
Tacos Gavilan Bell,2025-07-03,Jueves,9:00 AM,20.47,11:00 PM,389.74
Tacos Gavilan Lynwood,2025-07-03,Jueves,12:00 AM,1369.24,11:00 PM,1910.54
Tacos Gavilan Norwalk,2025-07-03,Jueves,12:00 AM,997.90,11:00 PM,1224.81
Tacos Gavilan Slauson,2025-07-03,Jueves,12:00 AM,725.61,11:00 PM,1159.45
Tacos Gavilan Downey,2025-07-03,Jueves,12:00 AM,385.14,11:00 PM,740.92
Tacos Gavilan Huntington Park,2025-07-03,Jueves,12:00 AM,380.04,11:00 PM,620.39
Tacos Gavilan Azusa,2025-07-03,Jueves,10:00 AM,193.26,11:00 PM,595.03
Tacos Gavilan LA Broadway,2025-07-03,Jueves,12:00 AM,1336.27,11:00 PM,900.43
Tacos Gavilan Hollywood,2025-07-03,Jueves,9:00 AM,151.74,11:00 PM,746.09
Tacos Gavilan West Covina,2025-07-04,Viernes,12:00 AM,522.94,11:00 PM,987.88
Tacos Gavilan Santa Ana,2025-07-04,Viernes,12:00 AM,742.88,11:00 PM,592.05
Tacos Gavilan La Puente,2025-07-04,Viernes,12:00 AM,342.50,11:00 PM,680.11
Tacos Gavilan Rialto,2025-07-04,Viernes,12:00 AM,579.02,11:00 PM,688.78
Tacos Gavilan LA Central,2025-07-04,Viernes,12:00 AM,904.10,11:00 PM,1121.88
Tacos Gavilan South Gate,2025-07-04,Viernes,12:00 AM,209.54,11:00 PM,1017.43
Tacos Gavilan Bell,2025-07-04,Viernes,12:00 AM,187.03,11:00 PM,501.80
Tacos Gavilan Downey,2025-07-04,Viernes,12:00 AM,267.41,11:00 PM,1149.28
Tacos Gavilan Huntington Park,2025-07-04,Viernes,12:00 AM,578.07,11:00 PM,541.94
Tacos Gavilan Lynwood,2025-07-04,Viernes,12:00 AM,550.79,11:00 PM,1011.01
Tacos Gavilan Slauson,2025-07-04,Viernes,12:00 AM,701.54,11:00 PM,1207.80
Tacos Gavilan Hollywood,2025-07-04,Viernes,12:00 AM,421.94,11:00 PM,738.95
Tacos Gavilan LA Broadway,2025-07-04,Viernes,12:00 AM,545.18,11:00 PM,777.66
Tacos Gavilan Azusa,2025-07-04,Viernes,12:00 AM,302.95,11:00 PM,433.61
Tacos Gavilan Norwalk,2025-07-04,Viernes,12:00 AM,711.21,11:00 PM,1057.40
Tacos Gavilan West Covina,2025-07-05,Sábado,12:00 AM,536.33,11:00 PM,520.42
Tacos Gavilan Santa Ana,2025-07-05,Sábado,12:00 AM,446.08,11:00 PM,990.13
Tacos Gavilan La Puente,2025-07-05,Sábado,12:00 AM,187.88,11:00 PM,445.68
Tacos Gavilan Rialto,2025-07-05,Sábado,12:00 AM,562.21,11:00 PM,1030.66
Tacos Gavilan LA Central,2025-07-05,Sábado,12:00 AM,1128.56,11:00 PM,1338.92
Tacos Gavilan South Gate,2025-07-05,Sábado,12:00 AM,602.65,11:00 PM,926.53
Tacos Gavilan Bell,2025-07-05,Sábado,12:00 AM,275.17,11:00 PM,267.79
Tacos Gavilan Huntington Park,2025-07-05,Sábado,12:00 AM,417.33,11:00 PM,519.43
Tacos Gavilan Lynwood,2025-07-05,Sábado,12:00 AM,932.18,11:00 PM,1125.17
Tacos Gavilan Slauson,2025-07-05,Sábado,12:00 AM,518.26,11:00 PM,965.33
Tacos Gavilan Hollywood,2025-07-05,Sábado,12:00 AM,483.26,11:00 PM,522.94
Tacos Gavilan LA Broadway,2025-07-05,Sábado,12:00 AM,712.87,11:00 PM,688.02
Tacos Gavilan Azusa,2025-07-05,Sábado,12:00 AM,232.93,11:00 PM,460.36
Tacos Gavilan Norwalk,2025-07-05,Sábado,12:00 AM,649.02,11:00 PM,1034.64
Tacos Gavilan Downey,2025-07-05,Sábado,12:00 AM,425.50,11:00 PM,479.13
Tacos Gavilan West Covina,2025-07-06,Domingo,12:00 AM,356.11,11:00 PM,835.84
Tacos Gavilan Santa Ana,2025-07-06,Domingo,10:00 AM,250.26,11:00 PM,476.62
Tacos Gavilan La Puente,2025-07-06,Domingo,12:00 AM,4.49,11:00 PM,219.15
Tacos Gavilan South Gate,2025-07-06,Domingo,10:00 AM,491.74,11:00 PM,547.25
Tacos Gavilan Bell,2025-07-06,Domingo,9:00 AM,11.45,11:00 PM,265.59
Tacos Gavilan Huntington Park,2025-07-06,Domingo,10:00 AM,220.38,11:00 PM,506.02
Tacos Gavilan Lynwood,2025-07-06,Domingo,12:00 AM,732.99,11:00 PM,715.25
Tacos Gavilan Norwalk,2025-07-06,Domingo,12:00 AM,368.54,11:00 PM,1002.32
Tacos Gavilan Slauson,2025-07-06,Domingo,12:00 AM,474.94,11:00 PM,623.78
Tacos Gavilan Hollywood,2025-07-06,Domingo,9:00 AM,154.66,11:00 PM,702.38
Tacos Gavilan Azusa,2025-07-06,Domingo,9:00 AM,53.18,11:00 PM,202.40
Tacos Gavilan Rialto,2025-07-06,Domingo,12:00 AM,478.05,11:00 PM,597.26
Tacos Gavilan Downey,2025-07-06,Domingo,9:00 AM,179.69,11:00 PM,458.82
Tacos Gavilan LA Broadway,2025-07-06,Domingo,12:00 AM,603.99,11:00 PM,659.25
Tacos Gavilan LA Central,2025-07-06,Domingo,12:00 AM,1152.14,11:00 PM,879.57
Tacos Gavilan West Covina,2025-07-07,Lunes,12:00 AM,331.87,11:00 PM,482.21
Tacos Gavilan Santa Ana,2025-07-07,Lunes,10:00 AM,300.66,11:00 PM,270.97
Tacos Gavilan La Puente,2025-07-07,Lunes,9:00 AM,25.33,11:00 PM,403.67
Tacos Gavilan Rialto,2025-07-07,Lunes,9:00 AM,100.87,11:00 PM,634.45
Tacos Gavilan South Gate,2025-07-07,Lunes,9:00 AM,50.12,11:00 PM,316.02
Tacos Gavilan Bell,2025-07-07,Lunes,9:00 AM,4.49,11:00 PM,128.35
Tacos Gavilan Huntington Park,2025-07-07,Lunes,9:00 AM,26.36,11:00 PM,268.45
Tacos Gavilan Lynwood,2025-07-07,Lunes,12:00 AM,753.02,11:00 PM,964.92
Tacos Gavilan Norwalk,2025-07-07,Lunes,12:00 AM,470.98,11:00 PM,715.85
Tacos Gavilan Slauson,2025-07-07,Lunes,12:00 AM,386.87,11:00 PM,469.58
Tacos Gavilan Hollywood,2025-07-07,Lunes,9:00 AM,189.36,11:00 PM,294.78
Tacos Gavilan LA Broadway,2025-07-07,Lunes,12:00 AM,581.97,11:00 PM,745.23
Tacos Gavilan Azusa,2025-07-07,Lunes,10:00 AM,406.46,11:00 PM,150.11
Tacos Gavilan Downey,2025-07-07,Lunes,8:00 AM,21.75,11:00 PM,282.20
Tacos Gavilan LA Central,2025-07-07,Lunes,12:00 AM,574.86,11:00 PM,916.44
Tacos Gavilan West Covina,2025-07-08,Martes,12:00 AM,265.86,11:00 PM,520.67
Tacos Gavilan Santa Ana,2025-07-08,Martes,10:00 AM,785.35,11:00 PM,553.72
Tacos Gavilan La Puente,2025-07-08,Martes,9:00 AM,117.11,11:00 PM,362.97
Tacos Gavilan South Gate,2025-07-08,Martes,9:00 AM,83.85,11:00 PM,508.46
Tacos Gavilan Bell,2025-07-08,Martes,10:00 AM,275.64,11:00 PM,219.60
Tacos Gavilan Huntington Park,2025-07-08,Martes,9:00 AM,9.09,11:00 PM,237.31
Tacos Gavilan Lynwood,2025-07-08,Martes,12:00 AM,645.83,11:00 PM,936.37
Tacos Gavilan Slauson,2025-07-08,Martes,12:00 AM,164.63,11:00 PM,649.99
Tacos Gavilan Hollywood,2025-07-08,Martes,9:00 AM,383.37,11:00 PM,412.13
Tacos Gavilan Downey,2025-07-08,Martes,8:00 AM,15.13,11:00 PM,251.07
Tacos Gavilan Norwalk,2025-07-08,Martes,12:00 AM,539.81,11:00 PM,553.90
Tacos Gavilan Azusa,2025-07-08,Martes,10:00 AM,431.84,11:00 PM,356.31
Tacos Gavilan Rialto,2025-07-08,Martes,9:00 AM,250.38,11:00 PM,442.83
Tacos Gavilan LA Central,2025-07-08,Martes,12:00 AM,747.60,11:00 PM,1276.21
Tacos Gavilan LA Broadway,2025-07-08,Martes,12:00 AM,548.59,11:00 PM,571.97
Tacos Gavilan West Covina,2025-07-09,Miércoles,12:00 AM,684.39,11:00 PM,615.83
Tacos Gavilan Santa Ana,2025-07-09,Miércoles,10:00 AM,349.98,11:00 PM,537.71
Tacos Gavilan La Puente,2025-07-09,Miércoles,9:00 AM,11.88,11:00 PM,262.37
Tacos Gavilan Rialto,2025-07-09,Miércoles,12:00 AM,11.38,11:00 PM,529.02
Tacos Gavilan South Gate,2025-07-09,Miércoles,9:00 AM,74.37,11:00 PM,498.00
Tacos Gavilan Bell,2025-07-09,Miércoles,10:00 AM,260.72,11:00 PM,114.50
Tacos Gavilan Huntington Park,2025-07-09,Miércoles,10:00 AM,464.51,11:00 PM,421.36
Tacos Gavilan Lynwood,2025-07-09,Miércoles,12:00 AM,620.78,11:00 PM,776.52
Tacos Gavilan Norwalk,2025-07-09,Miércoles,12:00 AM,514.81,11:00 PM,701.33
Tacos Gavilan Slauson,2025-07-09,Miércoles,12:00 AM,539.84,11:00 PM,456.63
Tacos Gavilan Hollywood,2025-07-09,Miércoles,9:00 AM,254.97,11:00 PM,556.79
Tacos Gavilan Downey,2025-07-09,Miércoles,9:00 AM,222.81,11:00 PM,389.27
Tacos Gavilan LA Central,2025-07-09,Miércoles,12:00 AM,752.78,11:00 PM,904.52
Tacos Gavilan Azusa,2025-07-09,Miércoles,9:00 AM,13.18,11:00 PM,193.66
Tacos Gavilan LA Broadway,2025-07-09,Miércoles,12:00 AM,328.11,11:00 PM,791.99
Tacos Gavilan West Covina,2025-07-10,Jueves,12:00 AM,496.30,11:00 PM,628.54
Tacos Gavilan Santa Ana,2025-07-10,Jueves,10:00 AM,342.02,11:00 PM,444.96
Tacos Gavilan La Puente,2025-07-10,Jueves,9:00 AM,8.88,11:00 PM,421.63
Tacos Gavilan Rialto,2025-07-10,Jueves,12:00 AM,409.45,11:00 PM,732.82
Tacos Gavilan South Gate,2025-07-10,Jueves,9:00 AM,229.22,11:00 PM,565.66
Tacos Gavilan Bell,2025-07-10,Jueves,10:00 AM,215.67,11:00 PM,285.79
Tacos Gavilan Downey,2025-07-10,Jueves,12:00 AM,321.98,11:00 PM,337.85
Tacos Gavilan Huntington Park,2025-07-10,Jueves,12:00 AM,330.26,11:00 PM,455.41
Tacos Gavilan Lynwood,2025-07-10,Jueves,12:00 AM,824.01,11:00 PM,1044.75
Tacos Gavilan Slauson,2025-07-10,Jueves,12:00 AM,326.99,11:00 PM,814.49
Tacos Gavilan Hollywood,2025-07-10,Jueves,12:00 AM,6.59,11:00 PM,488.03
Tacos Gavilan LA Broadway,2025-07-10,Jueves,12:00 AM,783.90,11:00 PM,635.13
Tacos Gavilan Azusa,2025-07-10,Jueves,9:00 AM,8.59,11:00 PM,305.75
Tacos Gavilan Norwalk,2025-07-10,Jueves,12:00 AM,626.54,11:00 PM,763.82
Tacos Gavilan LA Central,2025-07-10,Jueves,12:00 AM,849.32,11:00 PM,755.80
Tacos Gavilan West Covina,2025-07-11,Viernes,12:00 AM,602.44,11:00 PM,1241.55
Tacos Gavilan Rialto,2025-07-11,Viernes,12:00 AM,602.23,11:00 PM,994.99
Tacos Gavilan LA Central,2025-07-11,Viernes,12:00 AM,1017.95,11:00 PM,2006.85
Tacos Gavilan South Gate,2025-07-11,Viernes,12:00 AM,905.14,11:00 PM,923.55
Tacos Gavilan Bell,2025-07-11,Viernes,12:00 AM,423.28,11:00 PM,372.19
Tacos Gavilan Huntington Park,2025-07-11,Viernes,12:00 AM,347.76,11:00 PM,624.44
