id,user_id,type,title,message,link,is_read,created_at,reference_id,reference_type,read
248,46,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=124,false,2026-01-05 01:33:04.159031+00,124,supervisor_inspections,false
249,43,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=124,false,2026-01-05 01:33:04.159031+00,124,supervisor_inspections,false
251,57,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=125,false,2026-01-05 01:33:04.159031+00,125,supervisor_inspections,false
252,44,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=125,false,2026-01-05 01:33:04.159031+00,125,supervisor_inspections,false
253,45,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=125,false,2026-01-05 01:33:04.159031+00,125,supervisor_inspections,false
254,46,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=125,false,2026-01-05 01:33:04.159031+00,125,supervisor_inspections,false
255,43,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=125,false,2026-01-05 01:33:04.159031+00,125,supervisor_inspections,false
257,57,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=126,false,2026-01-05 01:33:04.159031+00,126,supervisor_inspections,false
258,44,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=126,false,2026-01-05 01:33:04.159031+00,126,supervisor_inspections,false
259,45,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=126,false,2026-01-05 01:33:04.159031+00,126,supervisor_inspections,false
260,46,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=126,false,2026-01-05 01:33:04.159031+00,126,supervisor_inspections,false
261,43,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=126,false,2026-01-05 01:33:04.159031+00,126,supervisor_inspections,false
263,57,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=127,false,2026-01-05 01:33:04.159031+00,127,supervisor_inspections,false
264,44,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=127,false,2026-01-05 01:33:04.159031+00,127,supervisor_inspections,false
265,45,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=127,false,2026-01-05 01:33:04.159031+00,127,supervisor_inspections,false
266,46,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=127,false,2026-01-05 01:33:04.159031+00,127,supervisor_inspections,false
267,43,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=127,false,2026-01-05 01:33:04.159031+00,127,supervisor_inspections,false
269,57,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=128,false,2026-01-05 01:33:04.159031+00,128,supervisor_inspections,false
270,44,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=128,false,2026-01-05 01:33:04.159031+00,128,supervisor_inspections,false
271,45,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=128,false,2026-01-05 01:33:04.159031+00,128,supervisor_inspections,false
272,46,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=128,false,2026-01-05 01:33:04.159031+00,128,supervisor_inspections,false
273,43,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=128,false,2026-01-05 01:33:04.159031+00,128,supervisor_inspections,false
275,57,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=129,false,2026-01-05 01:33:04.159031+00,129,supervisor_inspections,false
276,44,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=129,false,2026-01-05 01:33:04.159031+00,129,supervisor_inspections,false
277,45,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=129,false,2026-01-05 01:33:04.159031+00,129,supervisor_inspections,false
278,46,info,🛡️ Nueva Auditoría de Supervisor,Auditoría realizada por Supervisor.,/inspecciones?id=129,false,2026-01-05 01:33:04.159031+00,129,supervisor_inspections,false
